customer_id,age,gender,item_purchased,category,purchase_amount_usd,location,size,color,season,review_rating,subscription_status,shipping_type,discount_applied,promo_code_used,previous_purchases,payment_method,frequency_of_purchases,age_group,purchase_frequency_days
3059,41,Female,Handbag,Accessories,74.0,West Virginia,S,Orange,Winter,3.8,No,Store Pickup,No,No,3.0,Bank Transfer,Fortnightly,adult,14
3060,46,Female,Sweater,Clothing,71.0,Kentucky,L,Maroon,Spring,3.2,No,Express,No,No,42.0,Credit Card,Quarterly,middle-aged,90
3061,47,Female,Coat,Outerwear,80.0,California,S,Charcoal,Summer,4.7,No,Store Pickup,No,No,1.0,Venmo,Monthly,middle-aged,30
3062,33,Female,T-shirt,Clothing,59.0,South Dakota,L,Olive,Fall,4.5,No,Express,No,No,20.0,PayPal,Every 3 Months,adult,90
3063,51,Female,Backpack,Accessories,96.0,California,L,Green,Fall,3.3,No,Standard,No,No,39.0,PayPal,Monthly,middle-aged,30
3064,26,Female,Sunglasses,Accessories,43.0,Connecticut,L,Brown,Winter,3.9,No,Store Pickup,No,No,24.0,Credit Card,Fortnightly,young adult,14
3065,22,Female,Belt,Accessories,76.0,Idaho,S,Cyan,Winter,3.6,No,Express,No,No,49.0,Bank Transfer,Quarterly,young adult,90
3066,49,Female,Jacket,Outerwear,59.0,North Dakota,M,Beige,Fall,2.8,No,Store Pickup,No,No,7.0,Venmo,Bi-Weekly,middle-aged,14
3067,58,Female,Skirt,Clothing,48.0,Michigan,L,Teal,Summer,4.3,No,Free Shipping,No,No,13.0,Venmo,Every 3 Months,senior,90
3068,70,Female,Belt,Accessories,22.0,Missouri,S,Gray,Spring,3.5,No,Free Shipping,No,No,2.0,Cash,Weekly,senior,7
3069,32,Female,Boots,Footwear,40.0,California,M,Indigo,Winter,4.2,No,Express,No,No,4.0,Debit Card,Weekly,adult,7
3070,62,Female,Jeans,Clothing,73.0,Delaware,L,Magenta,Spring,4.6,No,Express,No,No,17.0,Debit Card,Quarterly,senior,90
3071,52,Female,Shoes,Footwear,26.0,Alabama,XL,Red,Fall,2.6,No,Free Shipping,No,No,43.0,PayPal,Bi-Weekly,middle-aged,14
3072,23,Female,Sweater,Clothing,41.0,New Hampshire,L,Turquoise,Spring,3.4,No,Next Day Air,No,No,6.0,PayPal,Monthly,young adult,30
3073,26,Female,Jewelry,Accessories,98.0,New York,L,Peach,Spring,3.1,No,Standard,No,No,46.0,PayPal,Quarterly,young adult,90
3074,58,Female,Shirt,Clothing,63.0,Oregon,L,White,Winter,3.6,No,Free Shipping,No,No,7.0,Debit Card,Bi-Weekly,senior,14
3075,26,Female,Boots,Footwear,55.0,Massachusetts,L,Maroon,Winter,4.2,No,Next Day Air,No,No,34.0,Debit Card,Fortnightly,young adult,14
3076,54,Female,Shorts,Clothing,90.0,Utah,XL,Beige,Winter,3.6,No,Standard,No,No,21.0,PayPal,Every 3 Months,middle-aged,90
3077,66,Female,Handbag,Accessories,46.0,New Hampshire,M,Blue,Summer,3.6,No,Express,No,No,13.0,Venmo,Bi-Weekly,senior,14
3078,60,Female,Sweater,Clothing,88.0,Illinois,S,Red,Spring,3.0,No,Store Pickup,No,No,33.0,Debit Card,Bi-Weekly,senior,14
3079,32,Female,Belt,Accessories,95.0,Alaska,M,Blue,Spring,2.5,No,2-Day Shipping,No,No,24.0,Bank Transfer,Bi-Weekly,adult,14
3080,48,Female,Belt,Accessories,31.0,Wyoming,M,Maroon,Fall,4.0,No,Store Pickup,No,No,4.0,Bank Transfer,Annually,middle-aged,365
3081,69,Female,Hoodie,Clothing,42.0,Colorado,L,Yellow,Spring,4.1,No,Next Day Air,No,No,5.0,Cash,Bi-Weekly,senior,14
3082,64,Female,Sneakers,Footwear,44.0,Vermont,L,Pink,Winter,4.9,No,Next Day Air,No,No,11.0,Credit Card,Weekly,senior,7
3083,56,Female,T-shirt,Clothing,99.0,Utah,M,Maroon,Spring,4.0,No,Next Day Air,No,No,20.0,Bank Transfer,Annually,middle-aged,365
3084,22,Female,Pants,Clothing,20.0,Illinois,S,Purple,Summer,3.5,No,Store Pickup,No,No,28.0,PayPal,Quarterly,young adult,90
3085,46,Female,Scarf,Accessories,37.0,Idaho,S,Indigo,Spring,3.2,No,Store Pickup,No,No,43.0,PayPal,Monthly,middle-aged,30
3086,24,Female,Sweater,Clothing,50.0,Nevada,L,Gray,Winter,2.8,No,Store Pickup,No,No,10.0,Venmo,Every 3 Months,young adult,90
3087,47,Female,Handbag,Accessories,73.0,Utah,M,Lavender,Summer,3.5,No,Next Day Air,No,No,26.0,Venmo,Every 3 Months,middle-aged,90
3088,62,Female,Shirt,Clothing,84.0,North Carolina,M,Charcoal,Spring,3.1,No,Free Shipping,No,No,29.0,Bank Transfer,Monthly,senior,30
3089,34,Female,Dress,Clothing,64.0,Arkansas,M,Teal,Spring,3.3,No,Store Pickup,No,No,35.0,Bank Transfer,Quarterly,adult,90
3090,50,Female,Sandals,Footwear,21.0,North Carolina,L,Blue,Fall,4.6,No,Free Shipping,No,No,23.0,Cash,Bi-Weekly,middle-aged,14
3091,29,Female,Shirt,Clothing,36.0,Texas,M,Peach,Summer,4.9,No,Store Pickup,No,No,15.0,Bank Transfer,Quarterly,young adult,90
3092,68,Female,Dress,Clothing,81.0,Nevada,L,Orange,Winter,3.4,No,2-Day Shipping,No,No,46.0,Credit Card,Annually,senior,365
3093,52,Female,Sunglasses,Accessories,54.0,Utah,L,Silver,Fall,3.5,No,Next Day Air,No,No,14.0,Bank Transfer,Bi-Weekly,middle-aged,14
3094,29,Female,Socks,Clothing,63.0,Pennsylvania,L,Red,Summer,4.8,No,Store Pickup,No,No,17.0,Cash,Every 3 Months,young adult,90
3095,22,Female,Sandals,Footwear,59.0,Georgia,M,Gray,Summer,2.7,No,Store Pickup,No,No,9.0,Cash,Weekly,young adult,7
3096,62,Female,Hat,Accessories,53.0,Minnesota,S,Beige,Fall,3.4,No,Standard,No,No,13.0,Venmo,Fortnightly,senior,14
3097,69,Female,Shirt,Clothing,63.0,Kansas,L,White,Winter,3.5,No,Next Day Air,No,No,20.0,Bank Transfer,Monthly,senior,30
3098,48,Female,Shoes,Footwear,33.0,Delaware,M,Silver,Fall,3.7,No,Free Shipping,No,No,39.0,Bank Transfer,Quarterly,middle-aged,90
3099,66,Female,Pants,Clothing,64.0,New Mexico,L,Cyan,Summer,3.3,No,Next Day Air,No,No,50.0,Bank Transfer,Quarterly,senior,90
3100,42,Female,Shirt,Clothing,98.0,Michigan,S,Maroon,Fall,2.9,No,Free Shipping,No,No,21.0,Bank Transfer,Bi-Weekly,adult,14
3101,50,Female,Hat,Accessories,85.0,Vermont,L,Purple,Winter,3.9,No,Express,No,No,3.0,Bank Transfer,Weekly,middle-aged,7
3102,32,Female,Jewelry,Accessories,82.0,Idaho,S,Brown,Summer,2.7,No,Express,No,No,9.0,PayPal,Fortnightly,adult,14
3103,51,Female,Jacket,Outerwear,85.0,South Dakota,M,Green,Summer,4.3,No,Standard,No,No,29.0,Cash,Bi-Weekly,middle-aged,14
3104,27,Female,Shirt,Clothing,37.0,Illinois,S,Peach,Winter,3.0,No,2-Day Shipping,No,No,42.0,Bank Transfer,Weekly,young adult,7
3105,43,Female,Pants,Clothing,56.0,Georgia,S,Turquoise,Summer,5.0,No,2-Day Shipping,No,No,41.0,Debit Card,Fortnightly,adult,14
3106,48,Female,Skirt,Clothing,33.0,Oregon,M,Olive,Fall,2.7,No,Express,No,No,17.0,Debit Card,Monthly,middle-aged,30
3107,62,Female,Sandals,Footwear,57.0,Alabama,M,Yellow,Winter,4.7,No,Next Day Air,No,No,20.0,PayPal,Annually,senior,365
3108,65,Female,Blouse,Clothing,31.0,Hawaii,L,Gray,Winter,4.6,No,Standard,No,No,18.0,Credit Card,Bi-Weekly,senior,14
3109,50,Female,Socks,Clothing,69.0,Oregon,M,Purple,Fall,3.2,No,2-Day Shipping,No,No,7.0,PayPal,Monthly,middle-aged,30
3110,60,Female,Jacket,Outerwear,92.0,Illinois,M,Gray,Winter,4.3,No,Free Shipping,No,No,47.0,Bank Transfer,Fortnightly,senior,14
3111,19,Female,Handbag,Accessories,46.0,Texas,L,Lavender,Fall,4.6,No,Next Day Air,No,No,2.0,Bank Transfer,Bi-Weekly,young adult,14
3112,21,Female,Belt,Accessories,81.0,Kansas,XL,Indigo,Spring,4.9,No,Free Shipping,No,No,25.0,Debit Card,Quarterly,young adult,90
3113,19,Female,Blouse,Clothing,97.0,Texas,S,Green,Fall,3.8,No,Express,No,No,26.0,Venmo,Annually,young adult,365
3114,46,Female,Shirt,Clothing,93.0,Nebraska,L,Green,Summer,2.6,No,Express,No,No,2.0,Debit Card,Weekly,middle-aged,7
3115,21,Female,Handbag,Accessories,56.0,Arkansas,M,Olive,Spring,4.7,No,Store Pickup,No,No,45.0,Venmo,Bi-Weekly,young adult,14
3116,26,Female,Scarf,Accessories,53.0,South Dakota,M,Charcoal,Fall,4.1,No,Free Shipping,No,No,9.0,Bank Transfer,Bi-Weekly,young adult,14
3117,50,Female,Coat,Outerwear,66.0,Montana,L,Gray,Spring,3.7,No,Store Pickup,No,No,1.0,Venmo,Weekly,middle-aged,7
3118,43,Female,Hoodie,Clothing,50.0,Florida,M,Olive,Fall,3.0,No,Free Shipping,No,No,4.0,PayPal,Bi-Weekly,adult,14
3119,61,Female,Shorts,Clothing,97.0,Virginia,L,Blue,Summer,4.7,No,Standard,No,No,31.0,Debit Card,Quarterly,senior,90
3120,63,Female,Sandals,Footwear,79.0,Louisiana,XL,Silver,Winter,4.7,No,2-Day Shipping,No,No,21.0,Credit Card,Every 3 Months,senior,90
3121,46,Female,Shirt,Clothing,76.0,Louisiana,M,Magenta,Fall,4.0,No,Store Pickup,No,No,32.0,Debit Card,Fortnightly,middle-aged,14
3122,63,Female,Hoodie,Clothing,38.0,Louisiana,L,Black,Fall,2.6,No,Standard,No,No,16.0,Venmo,Weekly,senior,7
3123,23,Female,Socks,Clothing,45.0,Georgia,M,Pink,Fall,3.0,No,Express,No,No,34.0,Credit Card,Fortnightly,young adult,14
3124,57,Female,Handbag,Accessories,77.0,Iowa,XL,Red,Fall,3.3,No,Next Day Air,No,No,40.0,Venmo,Bi-Weekly,middle-aged,14
3125,57,Female,Jewelry,Accessories,51.0,California,M,Peach,Summer,3.4,No,Standard,No,No,4.0,Cash,Every 3 Months,middle-aged,90
3126,33,Female,Coat,Outerwear,26.0,Oregon,L,Lavender,Spring,4.0,No,Standard,No,No,3.0,Cash,Quarterly,adult,90
3127,57,Female,Sunglasses,Accessories,76.0,Maine,L,Lavender,Winter,2.6,No,Store Pickup,No,No,28.0,Bank Transfer,Bi-Weekly,middle-aged,14
3128,55,Female,Gloves,Accessories,94.0,Louisiana,M,Beige,Winter,3.4,No,Free Shipping,No,No,43.0,Credit Card,Every 3 Months,middle-aged,90
3129,65,Female,Jacket,Outerwear,32.0,Arkansas,S,Indigo,Fall,4.4,No,Standard,No,No,20.0,Cash,Annually,senior,365
3130,60,Female,Sandals,Footwear,20.0,Maryland,S,Cyan,Summer,4.7,No,Express,No,No,40.0,Venmo,Every 3 Months,senior,90
3131,52,Female,Pants,Clothing,20.0,Vermont,M,Yellow,Summer,4.5,No,Store Pickup,No,No,34.0,Venmo,Every 3 Months,middle-aged,90
3132,34,Female,Jacket,Outerwear,59.0,North Dakota,M,Peach,Fall,2.9,No,Store Pickup,No,No,11.0,Bank Transfer,Every 3 Months,adult,90
3133,33,Female,Sweater,Clothing,97.0,Michigan,M,Yellow,Summer,4.2,No,Express,No,No,26.0,Cash,Quarterly,adult,90
3134,58,Female,T-shirt,Clothing,68.0,Arkansas,M,Orange,Spring,4.1,No,Next Day Air,No,No,29.0,Cash,Bi-Weekly,senior,14
3135,35,Female,Boots,Footwear,66.0,Kentucky,L,Gray,Spring,4.4,No,Store Pickup,No,No,47.0,Bank Transfer,Weekly,adult,7
3136,68,Female,Shoes,Footwear,85.0,Indiana,L,Yellow,Spring,4.7,No,Free Shipping,No,No,48.0,Venmo,Fortnightly,senior,14
3137,58,Female,Skirt,Clothing,32.0,Minnesota,M,Gray,Fall,3.1,No,Next Day Air,No,No,29.0,Cash,Bi-Weekly,senior,14
3138,34,Female,Coat,Outerwear,44.0,Louisiana,M,Turquoise,Spring,2.7,No,2-Day Shipping,No,No,14.0,Bank Transfer,Monthly,adult,30
3139,47,Female,Blouse,Clothing,95.0,Kentucky,L,Gray,Fall,4.6,No,Next Day Air,No,No,40.0,Cash,Every 3 Months,middle-aged,90
3140,35,Female,Sunglasses,Accessories,85.0,Georgia,M,Olive,Winter,4.4,No,Next Day Air,No,No,4.0,Venmo,Weekly,adult,7
3141,34,Female,Gloves,Accessories,44.0,Alaska,XL,Peach,Summer,4.6,No,Free Shipping,No,No,37.0,Bank Transfer,Weekly,adult,7
3142,36,Female,Sunglasses,Accessories,30.0,Mississippi,S,Peach,Winter,4.9,No,Express,No,No,47.0,Credit Card,Bi-Weekly,adult,14
3143,23,Female,Sneakers,Footwear,21.0,Kansas,L,Magenta,Winter,4.0,No,2-Day Shipping,No,No,1.0,Venmo,Quarterly,young adult,90
3144,68,Female,Hoodie,Clothing,22.0,Arizona,M,Purple,Summer,2.9,No,Store Pickup,No,No,26.0,Cash,Quarterly,senior,90
3145,23,Female,Boots,Footwear,70.0,Maine,L,Beige,Spring,2.6,No,Free Shipping,No,No,12.0,Debit Card,Quarterly,young adult,90
3146,57,Female,Handbag,Accessories,29.0,Texas,XL,Purple,Spring,4.6,No,Standard,No,No,16.0,PayPal,Fortnightly,middle-aged,14
3147,21,Female,Shirt,Clothing,83.0,Virginia,S,Yellow,Winter,4.9,No,Free Shipping,No,No,19.0,PayPal,Annually,young adult,365
3148,45,Female,Sweater,Clothing,99.0,North Dakota,M,Pink,Winter,4.3,No,Express,No,No,21.0,Credit Card,Weekly,middle-aged,7
3149,37,Female,Shorts,Clothing,35.0,West Virginia,L,Purple,Fall,4.3,No,Free Shipping,No,No,15.0,Venmo,Weekly,adult,7
3150,18,Female,Belt,Accessories,40.0,North Carolina,M,Lavender,Winter,4.6,No,Free Shipping,No,No,9.0,Venmo,Annually,young adult,365
3151,55,Female,Blouse,Clothing,25.0,Georgia,M,Peach,Spring,2.6,No,Express,No,No,7.0,Bank Transfer,Bi-Weekly,middle-aged,14
3152,52,Female,T-shirt,Clothing,64.0,New Mexico,L,Orange,Fall,3.1,No,2-Day Shipping,No,No,47.0,Bank Transfer,Quarterly,middle-aged,90
3153,49,Female,Belt,Accessories,90.0,North Carolina,M,Red,Fall,3.1,No,Store Pickup,No,No,17.0,PayPal,Monthly,middle-aged,30
3154,56,Female,Socks,Clothing,88.0,Alabama,L,Red,Fall,3.1,No,Next Day Air,No,No,46.0,Venmo,Fortnightly,middle-aged,14
3155,27,Female,Belt,Accessories,55.0,Connecticut,M,Gold,Winter,4.4,No,Standard,No,No,32.0,Cash,Quarterly,young adult,90
3156,22,Female,Handbag,Accessories,90.0,Montana,M,Brown,Fall,4.3,No,Free Shipping,No,No,34.0,Cash,Annually,young adult,365
3157,18,Female,Shirt,Clothing,50.0,Montana,M,Black,Winter,3.1,No,2-Day Shipping,No,No,18.0,Cash,Monthly,young adult,30
3158,21,Female,Belt,Accessories,34.0,Maine,L,Red,Fall,3.1,No,Store Pickup,No,No,5.0,Debit Card,Fortnightly,young adult,14
3159,30,Female,Jewelry,Accessories,77.0,Mississippi,M,Gray,Winter,4.9,No,2-Day Shipping,No,No,44.0,Credit Card,Monthly,young adult,30
3160,62,Female,Hat,Accessories,89.0,Louisiana,L,Pink,Winter,2.9,No,Store Pickup,No,No,4.0,Bank Transfer,Quarterly,senior,90
3161,28,Female,Backpack,Accessories,87.0,Nebraska,XL,Turquoise,Fall,3.8,No,Next Day Air,No,No,37.0,Cash,Fortnightly,young adult,14
3162,66,Female,Dress,Clothing,77.0,Massachusetts,S,Charcoal,Winter,4.2,No,2-Day Shipping,No,No,43.0,Cash,Monthly,senior,30
3163,66,Female,Shoes,Footwear,85.0,Wisconsin,L,Blue,Winter,3.9,No,Standard,No,No,28.0,Bank Transfer,Quarterly,senior,90
3164,49,Female,Pants,Clothing,66.0,Nebraska,XL,Turquoise,Summer,2.8,No,Express,No,No,36.0,Cash,Monthly,middle-aged,30
3165,40,Female,Dress,Clothing,32.0,Arizona,L,Silver,Winter,2.6,No,Standard,No,No,16.0,Credit Card,Annually,adult,365
3166,49,Female,Jacket,Outerwear,92.0,Hawaii,M,Lavender,Spring,3.0,No,Store Pickup,No,No,38.0,Bank Transfer,Every 3 Months,middle-aged,90
3167,19,Female,Shirt,Clothing,80.0,Georgia,M,Gold,Winter,2.7,No,Next Day Air,No,No,37.0,Bank Transfer,Fortnightly,young adult,14
3168,24,Female,Dress,Clothing,78.0,Oregon,M,Blue,Fall,2.8,No,2-Day Shipping,No,No,9.0,Cash,Bi-Weekly,young adult,14
3169,31,Female,Jeans,Clothing,24.0,Montana,M,Orange,Spring,2.9,No,2-Day Shipping,No,No,14.0,PayPal,Fortnightly,young adult,14
3170,35,Female,T-shirt,Clothing,59.0,Georgia,M,White,Fall,3.8,No,Free Shipping,No,No,3.0,Venmo,Weekly,adult,7
3171,65,Female,Sunglasses,Accessories,41.0,Rhode Island,XL,Charcoal,Spring,4.4,No,Express,No,No,10.0,Credit Card,Fortnightly,senior,14
3172,68,Female,Jewelry,Accessories,26.0,Tennessee,M,Maroon,Spring,3.1,No,Express,No,No,26.0,Bank Transfer,Bi-Weekly,senior,14
3173,57,Female,Socks,Clothing,52.0,Missouri,M,Olive,Fall,3.7,No,Standard,No,No,30.0,Debit Card,Bi-Weekly,middle-aged,14
3174,69,Female,Skirt,Clothing,46.0,Washington,L,Teal,Summer,4.9,No,Next Day Air,No,No,32.0,PayPal,Fortnightly,senior,14
3175,45,Female,Pants,Clothing,52.0,Oklahoma,L,Orange,Winter,3.8,No,Store Pickup,No,No,35.0,PayPal,Monthly,middle-aged,30
3176,35,Female,Socks,Clothing,42.0,Connecticut,M,Maroon,Fall,3.4,No,Store Pickup,No,No,26.0,Debit Card,Every 3 Months,adult,90
3177,36,Female,Sandals,Footwear,37.0,Arkansas,XL,Turquoise,Spring,4.6,No,2-Day Shipping,No,No,39.0,Credit Card,Monthly,adult,30
3178,55,Female,Belt,Accessories,52.0,Missouri,L,Beige,Fall,3.2,No,Standard,No,No,31.0,Credit Card,Monthly,middle-aged,30
3179,66,Female,Sandals,Footwear,34.0,Washington,L,Beige,Spring,2.7,No,Free Shipping,No,No,28.0,Credit Card,Annually,senior,365
3180,57,Female,Shorts,Clothing,88.0,Idaho,M,Olive,Spring,4.3,No,Free Shipping,No,No,12.0,Debit Card,Bi-Weekly,middle-aged,14
3181,18,Female,Handbag,Accessories,88.0,Montana,L,Turquoise,Fall,3.8,No,Standard,No,No,46.0,PayPal,Weekly,young adult,7
3182,31,Female,Jacket,Outerwear,51.0,Montana,M,Charcoal,Summer,4.4,No,Free Shipping,No,No,27.0,PayPal,Every 3 Months,young adult,90
3183,50,Female,Sunglasses,Accessories,97.0,Georgia,L,Green,Fall,3.6,No,Free Shipping,No,No,4.0,Credit Card,Annually,middle-aged,365
3184,50,Female,Sneakers,Footwear,56.0,Mississippi,M,Green,Winter,3.5,No,Standard,No,No,14.0,Cash,Every 3 Months,middle-aged,90
3185,61,Female,Sweater,Clothing,53.0,Hawaii,L,Green,Spring,4.2,No,2-Day Shipping,No,No,30.0,Venmo,Quarterly,senior,90
3186,52,Female,Skirt,Clothing,71.0,Ohio,L,Gold,Fall,4.7,No,Express,No,No,6.0,PayPal,Annually,middle-aged,365
3187,38,Female,Jewelry,Accessories,93.0,Virginia,S,Cyan,Winter,4.8,No,Store Pickup,No,No,43.0,Venmo,Annually,adult,365
3188,67,Female,Blouse,Clothing,72.0,Texas,L,Indigo,Winter,3.2,No,Free Shipping,No,No,28.0,Debit Card,Weekly,senior,7
3189,42,Female,Blouse,Clothing,59.0,Vermont,M,Lavender,Winter,3.5,No,Standard,No,No,39.0,Bank Transfer,Monthly,adult,30
3190,25,Female,Boots,Footwear,87.0,Kansas,M,Beige,Summer,4.2,No,Store Pickup,No,No,30.0,PayPal,Bi-Weekly,young adult,14
3191,41,Female,Jeans,Clothing,78.0,California,S,Purple,Fall,3.4,No,Free Shipping,No,No,5.0,Credit Card,Fortnightly,adult,14
3192,62,Female,Hoodie,Clothing,68.0,Mississippi,XL,Maroon,Winter,4.7,No,Store Pickup,No,No,42.0,Credit Card,Every 3 Months,senior,90
3193,19,Female,Sweater,Clothing,76.0,Iowa,S,Maroon,Fall,3.0,No,Free Shipping,No,No,20.0,Cash,Fortnightly,young adult,14
3194,63,Female,Gloves,Accessories,99.0,Virginia,L,Teal,Winter,4.0,No,Express,No,No,35.0,Credit Card,Fortnightly,senior,14
3195,43,Female,Sneakers,Footwear,52.0,Maryland,L,Gold,Summer,4.6,No,Standard,No,No,10.0,Credit Card,Bi-Weekly,adult,14
3196,68,Female,Sunglasses,Accessories,58.0,Missouri,S,Red,Spring,4.9,No,Next Day Air,No,No,36.0,Credit Card,Quarterly,senior,90
3197,24,Female,Belt,Accessories,59.0,Wisconsin,L,Maroon,Winter,2.8,No,Express,No,No,21.0,Debit Card,Fortnightly,young adult,14
3198,27,Female,Sweater,Clothing,71.0,Maine,M,Teal,Spring,3.2,No,Free Shipping,No,No,29.0,Credit Card,Every 3 Months,young adult,90
3199,61,Female,Gloves,Accessories,94.0,Pennsylvania,L,Peach,Winter,2.8,No,Free Shipping,No,No,39.0,Debit Card,Weekly,senior,7
3200,59,Female,Handbag,Accessories,40.0,Maine,XL,Pink,Winter,4.2,No,Express,No,No,16.0,PayPal,Monthly,senior,30
3201,67,Female,Socks,Clothing,24.0,Missouri,L,Black,Spring,4.8,No,Free Shipping,No,No,32.0,Credit Card,Monthly,senior,30
3202,46,Female,Pants,Clothing,38.0,Vermont,S,Indigo,Fall,2.8,No,2-Day Shipping,No,No,34.0,Cash,Monthly,middle-aged,30
3203,65,Female,Scarf,Accessories,37.0,Wisconsin,L,Green,Fall,4.5,No,Standard,No,No,38.0,Venmo,Annually,senior,365
3204,63,Female,Coat,Outerwear,29.0,New Jersey,L,Teal,Spring,4.1,No,Express,No,No,14.0,Venmo,Annually,senior,365
3205,57,Female,Jacket,Outerwear,92.0,New Mexico,XL,Lavender,Fall,4.3,No,Free Shipping,No,No,23.0,Debit Card,Bi-Weekly,middle-aged,14
3206,40,Female,Hoodie,Clothing,24.0,Colorado,XL,Magenta,Fall,4.4,No,2-Day Shipping,No,No,50.0,Bank Transfer,Every 3 Months,adult,90
3207,36,Female,Boots,Footwear,52.0,California,M,Brown,Winter,3.0,No,Free Shipping,No,No,49.0,PayPal,Monthly,adult,30
3208,67,Female,Socks,Clothing,29.0,Arizona,XL,Beige,Summer,2.7,No,Next Day Air,No,No,14.0,PayPal,Annually,senior,365
3209,61,Female,Jewelry,Accessories,30.0,Indiana,L,Indigo,Winter,3.3,No,2-Day Shipping,No,No,42.0,PayPal,Weekly,senior,7
3210,64,Female,Shoes,Footwear,31.0,Arkansas,L,Peach,Fall,4.3,No,Standard,No,No,39.0,Debit Card,Annually,senior,365
3211,30,Female,Socks,Clothing,67.0,Nevada,M,Magenta,Summer,2.9,No,Express,No,No,43.0,Venmo,Bi-Weekly,young adult,14
3212,53,Female,Pants,Clothing,65.0,Rhode Island,L,Turquoise,Winter,4.9,No,Standard,No,No,12.0,Cash,Monthly,middle-aged,30
3213,27,Female,Sneakers,Footwear,22.0,Wyoming,M,Indigo,Winter,3.6,No,2-Day Shipping,No,No,21.0,Debit Card,Weekly,young adult,7
3214,27,Female,Sunglasses,Accessories,56.0,Texas,M,Brown,Winter,3.3,No,Standard,No,No,33.0,Credit Card,Monthly,young adult,30
3215,53,Female,Skirt,Clothing,78.0,Washington,M,Yellow,Spring,3.1,No,Free Shipping,No,No,6.0,Debit Card,Annually,middle-aged,365
3216,34,Female,Coat,Outerwear,90.0,Rhode Island,M,Magenta,Summer,2.7,No,Free Shipping,No,No,10.0,PayPal,Every 3 Months,adult,90
3217,39,Female,Hoodie,Clothing,85.0,Illinois,S,Olive,Winter,3.4,No,Next Day Air,No,No,18.0,Cash,Weekly,adult,7
3218,44,Female,Sunglasses,Accessories,58.0,Oregon,M,Silver,Fall,3.4,No,Express,No,No,46.0,Venmo,Weekly,adult,7
3219,37,Female,Skirt,Clothing,34.0,Florida,M,Teal,Fall,3.9,No,Express,No,No,49.0,PayPal,Monthly,adult,30
3220,57,Female,Coat,Outerwear,40.0,Kansas,L,White,Summer,3.5,No,2-Day Shipping,No,No,39.0,Credit Card,Weekly,middle-aged,7
3221,38,Female,Handbag,Accessories,29.0,North Dakota,M,Blue,Fall,4.1,No,Free Shipping,No,No,16.0,Cash,Monthly,adult,30
3222,21,Female,T-shirt,Clothing,76.0,New Hampshire,M,Yellow,Winter,3.2,No,Standard,No,No,28.0,Cash,Annually,young adult,365
3223,45,Female,Sunglasses,Accessories,84.0,Texas,S,Maroon,Fall,4.6,No,Store Pickup,No,No,22.0,PayPal,Quarterly,middle-aged,90
3224,68,Female,Shirt,Clothing,65.0,Montana,S,Gray,Spring,3.9,No,Standard,No,No,36.0,Venmo,Bi-Weekly,senior,14
3225,37,Female,Hoodie,Clothing,80.0,Delaware,L,Indigo,Winter,2.7,No,Free Shipping,No,No,18.0,PayPal,Monthly,adult,30
3226,53,Female,Blouse,Clothing,98.0,New Hampshire,M,Pink,Fall,3.0,No,Store Pickup,No,No,31.0,Credit Card,Weekly,middle-aged,7
3227,57,Female,Sneakers,Footwear,71.0,Minnesota,XL,Beige,Spring,3.3,No,Next Day Air,No,No,38.0,Bank Transfer,Fortnightly,middle-aged,14
3228,28,Female,Scarf,Accessories,69.0,Alaska,XL,White,Fall,2.7,No,Free Shipping,No,No,42.0,Debit Card,Quarterly,young adult,90
3229,37,Female,Jewelry,Accessories,95.0,Connecticut,M,Yellow,Spring,4.6,No,2-Day Shipping,No,No,27.0,PayPal,Annually,adult,365
3230,54,Female,Pants,Clothing,67.0,Connecticut,M,Teal,Fall,2.7,No,Express,No,No,24.0,Cash,Monthly,middle-aged,30
3231,49,Female,Sneakers,Footwear,49.0,Kansas,M,Olive,Summer,2.5,No,Next Day Air,No,No,38.0,Debit Card,Annually,middle-aged,365
3232,62,Female,Shoes,Footwear,97.0,Nevada,M,Maroon,Winter,4.4,No,Free Shipping,No,No,9.0,Credit Card,Annually,senior,365
3233,45,Female,T-shirt,Clothing,34.0,Massachusetts,M,White,Spring,4.0,No,Next Day Air,No,No,19.0,Bank Transfer,Monthly,middle-aged,30
3234,45,Female,Belt,Accessories,74.0,Indiana,M,Lavender,Fall,3.8,No,Express,No,No,11.0,Debit Card,Bi-Weekly,middle-aged,14
3235,49,Female,Jewelry,Accessories,96.0,Washington,M,Black,Winter,2.5,No,2-Day Shipping,No,No,16.0,Debit Card,Quarterly,middle-aged,90
3236,27,Female,Belt,Accessories,68.0,Kansas,M,Green,Summer,4.0,No,Free Shipping,No,No,18.0,Venmo,Monthly,young adult,30
3237,63,Female,Belt,Accessories,84.0,South Carolina,L,Olive,Fall,4.1,No,Next Day Air,No,No,8.0,Cash,Monthly,senior,30
3238,61,Female,T-shirt,Clothing,57.0,Vermont,M,Gray,Summer,2.8,No,Express,No,No,4.0,Cash,Weekly,senior,7
3239,25,Female,Sneakers,Footwear,84.0,Wyoming,XL,Teal,Fall,3.4,No,2-Day Shipping,No,No,37.0,Cash,Quarterly,young adult,90
3240,33,Female,Sunglasses,Accessories,32.0,Colorado,M,Charcoal,Fall,2.7,No,2-Day Shipping,No,No,30.0,Cash,Monthly,adult,30
